Unnamed: 0;NAME;TEAM;POS;NAT;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
;B. White;;DR;;England;90;-;-;-;-;2;-;1/1;2/0;7/1;-;-;-;10;-;53;1;1;-;40;80%;12;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;W. Saliba;;DCR;;France;90;-;-;-;-;1;-;4/3;3/3;8/7;3;1;-;9;-;72;1;1;-;62;87%;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.9
;Gabriel Magalhães;;DCL;;Brazil;90;-;-;-;-;2;-;1/0;2/2;5/3;3;-;-;12;-;76;1;2;-;66;82%;5;9;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6.4
;O. Zinchenko;;DL;;Ukraine;69;-;-;-;-;3;-;0/0;5/3;10/4;2;-;-;11;-;70;2;4;-;53;87%;15;4;-;-;-;-;1;3;-;1;-;-;-;-;-;-;-;-;6.8
;M. Odegaard;;MCR;;Norway;90;-;-;-;-;-;1;1/1;0/0;12/5;-;-;-;10;-;52;-;5;-;32;88%;19;1;-;1;1;-;3;4;-;1;-;-;-;-;-;-;-;-;6.7
;T. Partey;;MC;;Ghana;90;-;-;-;-;3;3;3/2;0/0;10/6;3;-;-;6;-;50;-;3;-;37;89%;8;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.7
;D. Rice;;MCL;;England;85;-;-;-;-;-;2;0/0;3/1;6/3;1;-;-;6;-;41;2;3;-;26;100%;14;2;-;1;-;-;-;3;-;5;-;-;-;-;-;-;-;-;6.7
;B. Saka;;WR;;England;80;1;1;1;-;2;2;2/2;0/0;9/4;1;-;-;11;-;44;-;4;-;20;90%;11;-;-;5;3;-;-;15;1;5;-;-;-;-;-;-;-;-;8.5
;K. Havertz;;S;;Germany;90;1;1;-;-;2;3;1/1;8/3;19/8;2;-;-;10;-;44;1;1;-;18;78%;10;1;-;5;1;3;1;10;-;-;-;-;-;-;1;1;-;-;8.2
;G. Martinelli;;WL;;Brazil;90;-;-;-;-;1;3;2/1;3/2;15/9;-;-;-;9;-;36;-;3;-;21;81%;10;-;-;1;-;1;2;11;1;2;-;-;-;-;-;-;-;-;7.0
;J. Timber;;D;;Netherlands;21;-;-;-;-;-;-;0/0;2/2;6/4;-;1;-;3;-;16;-;1;-;7;86%;4;1;-;1;-;1;2;3;-;-;-;-;-;-;-;-;-;-;6.0
;L. Trossard;;F;;Belgium;10;-;-;-;-;-;-;2/1;1/1;4/3;-;-;-;2;-;7;-;-;-;2;100%;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;
;G. Jesus;;F;;Brazil;5;-;-;1;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Pickford;;GK;;England;90;-;-;-;-;-;-;0/0;1/1;0/1;2;-;-;14;-;52;-;10;-;43;67%;17;32;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;5.9
;A. Young;;DR;;England;65;-;-;-;1;1;2;4/1;1/0;9/6;-;-;-;13;-;48;2;4;-;22;68%;12;4;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5.4
;J. Tarkowski;;DCR;;England;90;-;-;1;-;2;-;2/1;3/1;11/3;2;-;-;11;-;68;4;5;-;53;85%;10;13;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.0
;M. Keane;;DCL;;England;90;-;-;-;-;-;-;0/0;5/5;0/5;2;-;-;9;-;57;-;3;-;51;86%;10;14;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;5.8
;V. Mykolenko;;DL;;Ukraine;90;-;-;-;-;-;2;0/0;2/1;8/3;2;-;-;13;-;55;1;5;-;28;86%;5;2;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;5.8
;T. Iroegbunam;;DMCR;;England;90;-;-;-;-;2;1;9/5;2/1;21/12;1;1;-;19;-;56;4;13;-;28;61%;12;5;-;2;-;1;1;3;-;-;-;-;-;-;-;-;-;-;6.5
;I. Guèye;;DMCL;;Senegal;90;-;-;-;-;1;1;2/1;2/2;10/5;-;-;-;10;-;48;-;4;-;35;83%;8;6;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.0
;J. Harrison;;AMR;;England;85;-;-;-;-;-;1;0/0;2/0;9/4;1;-;-;15;1;41;-;2;-;20;75%;11;1;-;3;1;1;3;6;-;4;-;-;-;-;-;-;-;-;6.1
;A. Doucouré;;AMC;;Mali;63;-;-;-;-;-;-;1/0;4/3;7/5;-;-;-;8;4;23;-;1;-;17;71%;5;-;-;1;-;1;1;1;-;2;-;-;-;-;-;-;-;-;5.6
;D. McNeil;;AML;;England;90;-;-;-;-;1;-;2/1;0/0;5/2;1;-;-;9;-;40;2;4;-;25;80%;4;4;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;5.9
;D. C-Lewin;;S;;England;76;-;-;-;-;-;1;0/0;7/3;8/4;-;-;-;6;2;20;-;-;-;14;86%;9;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;5.5
;I. Ndiaye;;M;;Senegal;27;-;-;-;-;1;-;3/2;0/0;5/3;-;-;-;4;-;10;-;1;-;4;75%;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.7
;M. Holgate;;D;;Jamaica;5;-;-;-;-;-;-;0/0;1/0;0/0;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Beto;;F;;Guinea-Bissau;14;-;-;-;-;-;-;0/0;1/1;2/1;-;-;-;6;-;8;-;-;-;4;25%;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Steele;;GK;;England;90;-;-;-;-;-;-;0/0;2/1;2/1;2;-;-;6;-;65;-;13;-;61;90%;1;7;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6.7
;J. Veltman;;DR;;Netherlands;90;-;-;-;-;-;3;2/2;2/1;7/6;4;-;-;12;-;66;2;6;-;50;82%;6;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7.2
;J. Hecke;;DCR;;Netherlands;90;-;-;-;-;1;-;2/2;5/2;10/4;3;-;-;7;-;94;-;4;-;87;93%;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.4
;L. Dunk;;DCL;;England;76;-;-;-;-;-;-;0/0;8/4;8/4;3;-;-;10;-;75;-;5;-;70;86%;6;7;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.7
;J. Hinshelwood;;DL;;England;90;-;-;-;-;-;-;0/0;1/1;3/1;3;-;-;15;-;82;1;5;-;56;84%;11;9;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;6.8
;J. Milner;;DMCR;;England;82;-;-;1;-;1;-;4/2;1/0;6/4;-;1;-;10;-;48;-;-;-;33;85%;10;3;-;-;-;-;-;2;-;7;-;-;-;-;-;-;-;-;5.8
;M. Wieffer;;DMCL;;Netherlands;90;-;1;-;-;2;1;4/3;3/0;16/5;2;-;-;15;-;88;-;8;-;72;88%;14;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.6
;Y. Minteh;;AMR;;Gambia;45;-;1;-;-;1;-;1/0;3/1;7/3;1;-;-;5;-;19;1;2;-;13;69%;8;-;-;-;-;-;1;4;1;-;-;-;-;-;-;-;-;-;6.6
;João Pedro;;AMC;;Brazil;82;-;-;-;-;-;2;2/1;2/2;8/6;-;-;-;13;-;29;1;1;-;16;56%;6;-;-;1;-;-;-;3;1;-;-;-;-;-;-;-;-;-;6.1
;K. Mitoma;;AML;;Japan;89;1;-;-;-;2;1;3/1;0/0;17/8;-;-;-;14;-;56;-;2;-;28;86%;15;2;-;4;3;1;4;8;-;1;-;-;-;-;1;1;-;-;7.6
;D. Welbeck;;S;;England;90;1;1;-;-;1;-;2/1;2/0;9/3;-;-;-;4;-;30;1;1;-;18;89%;8;1;-;2;1;-;1;4;-;-;-;-;-;-;-;-;-;-;7.5
;S. Adingra;;F;;Côte d’Ivoire;45;1;-;-;-;-;-;1/1;0/0;4/1;-;-;-;13;-;33;2;2;-;19;63%;7;-;-;2;1;1;-;4;-;1;-;-;-;-;-;-;-;-;7.3
;A. Webster;;D;;England;14;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;B. Gilmour;;M;;Scotland;8;-;-;-;-;-;1;0/0;0/0;0/1;-;-;-;2;-;13;-;-;-;12;83%;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Sarmiento;;F;;Ecuador;8;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;1;-;8;-;1;-;6;100%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Y. Ayari;;M;;Sweden;1;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;3;1;4;-;-;-;2;50%;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Sels;;GK;;Belgium;90;-;-;-;-;-;-;1/1;0/0;0/1;1;-;-;12;-;53;-;5;-;44;75%;5;26;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;7.0
;N. Williams;;DR;;Wales;90;-;-;1;-;2;-;5/3;2/2;14/9;1;-;-;10;-;60;2;4;-;32;81%;9;3;-;1;-;-;2;2;-;2;-;-;-;-;-;-;-;-;6.5
;W. Boly;;DCR;;Côte d’Ivoire;90;-;-;-;-;1;-;4/0;4/4;9/8;8;-;-;12;-;71;1;1;-;53;79%;4;11;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6.1
;Murillo;;DCL;;Brazil;90;-;-;-;-;2;-;1/1;2/1;8/3;6;-;-;4;-;51;-;7;-;39;92%;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.7
;O. Aina;;DL;;Nigeria;54;-;-;-;-;2;-;2/2;0/0;5/2;2;-;-;13;-;42;1;2;-;25;80%;7;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.4
;I. Sangaré;;DMCR;;Côte d’Ivoire;90;-;-;-;-;-;-;5/3;4/2;9/7;-;-;-;16;-;64;1;10;-;54;70%;9;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.6
;Danilo;;DMCL;;Brazil;15;-;-;-;-;1;-;0/0;0/0;4/1;-;-;-;3;-;7;-;1;-;3;100%;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.2
;A. Elanga;;AMR;;Sweden;54;-;-;-;-;-;2;0/0;1/1;9/5;-;-;-;10;-;44;-;6;-;30;87%;12;1;-;1;1;-;2;1;-;1;-;-;-;-;-;-;-;-;6.3
;M. Gibbs-White;;AMC;;England;90;-;-;-;-;3;1;1/0;5/1;14/4;-;-;-;23;-;77;1;6;-;61;75%;37;2;-;2;-;1;1;5;-;2;-;-;-;-;-;-;-;-;6.3
;C. Hudson-Odoi;;AML;;England;72;-;-;-;-;1;-;0/0;0/0;0/0;1;-;-;9;-;46;-;2;-;36;89%;26;-;-;2;2;-;-;3;-;3;-;-;-;-;-;-;-;-;6.5
;C. Wood;;S;;New Zealand;72;1;-;-;-;1;-;0/0;11/7;12/7;-;-;-;13;1;32;-;2;-;26;62%;9;3;-;1;1;-;-;3;-;-;-;-;-;-;-;1;-;-;7.2
;R. Yates;;D;;England;75;-;-;-;-;3;4;1/1;2/1;13/7;-;-;-;6;-;58;-;4;-;37;95%;21;1;-;3;2;1;1;2;-;-;-;-;-;-;-;-;-;-;6.6
;E. Anderson;;M;;England;18;-;-;-;-;-;-;0/0;5/4;6/4;3;-;-;10;-;23;1;1;-;12;50%;8;1;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;6.5
;N. Domínguez;;M;;Argentina;36;-;-;-;-;-;-;2/1;3/2;7/4;-;-;-;6;-;32;-;1;-;29;83%;16;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.3
;T. Awoniyi;;F;;Nigeria;18;-;-;-;-;1;1;0/0;1/0;4/2;-;-;-;1;-;9;-;1;-;5;80%;5;-;-;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;6.1
;H. Toffolo;;D;;England;36;-;-;-;-;-;-;2/0;0/0;0/2;3;-;-;8;-;36;-;-;-;17;88%;13;-;-;1;-;1;-;2;-;3;-;-;-;-;-;-;-;-;5.9
;Neto;;GK;;Brazil;90;-;-;-;-;-;-;0/0;0/0;0/0;3;-;1;11;-;44;-;10;-;27;63%;2;10;-;-;-;-;-;-;-;-;7;1;-;-;-;-;-;-;7.4
;A. Smith;;DR;;England;63;-;-;-;-;-;2;1/0;0/0;0/3;2;-;-;3;-;28;2;4;-;15;80%;3;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.0
;I. Zabarnyi;;DCR;;Ukraine;90;-;-;-;-;-;1;0/0;6/2;7/3;6;-;-;12;-;71;2;2;-;57;79%;14;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.9
;Dean Huijsen;;DCL;;Spain;90;-;-;-;-;1;-;0/0;13/9;14/9;6;-;-;12;1;78;2;4;-;68;82%;6;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.7
;M. Kerkez;;DL;;Hungary;90;-;-;1;-;1;-;2/0;3/0;6/2;2;-;-;10;-;62;1;5;-;46;87%;14;8;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;6.0
;A. Scott;;DMCR;;England;63;-;-;-;-;1;5;8/4;1/0;19/13;2;-;-;6;-;49;3;3;-;21;90%;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.7
;L. Cook;;DMCL;;England;84;-;-;1;-;2;1;1/0;1/1;8/3;1;-;-;12;1;55;2;6;-;35;80%;11;4;-;-;-;-;-;-;1;5;-;-;-;-;-;-;-;-;6.6
;D. Ouattara;;AMR;;Burkina Faso;69;-;-;-;-;-;1;3/3;2/1;12/6;2;-;-;18;-;41;-;3;-;20;40%;12;3;-;1;-;-;1;3;-;1;-;-;-;-;-;-;-;-;6.1
;M. Tavernier;;AMC;;England;90;-;-;-;-;-;1;0/0;4/1;9/2;2;-;-;18;-;62;-;5;-;41;80%;20;3;-;5;1;1;-;5;1;5;-;-;-;-;-;-;-;-;6.5
;L. Sinisterra;;AML;;Colombia;63;-;-;-;-;-;1;1/0;3/0;10/3;1;-;-;7;-;29;-;7;-;15;80%;8;-;-;2;1;1;1;3;-;-;-;-;-;-;-;-;-;-;6.2
;A. Semenyo;;S;;Ghana;90;1;-;-;-;-;2;0/0;1/0;11/3;-;-;-;19;2;53;-;4;-;30;73%;16;1;-;5;2;1;1;5;-;3;-;-;-;-;1;-;1;-;7.0
;R. Christie;;M;;Scotland;27;-;-;-;-;1;1;0/0;0/0;4/2;1;-;-;10;-;35;1;5;-;24;75%;7;3;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;6.3
;J. Kluivert;;F;;Netherlands;27;-;-;1;-;2;1;0/0;0/0;6/2;-;-;-;4;-;19;1;2;-;10;90%;6;1;-;-;-;-;1;3;-;3;-;-;-;-;-;-;-;-;6.0
;J. Araujo;;D;;Mexico;27;-;-;-;-;-;-;1/0;3/0;4/1;-;-;-;6;-;26;-;4;-;19;68%;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.6
;D. Jebbison;;F;;Canada;21;-;-;-;-;-;1;0/0;1/0;3/1;1;-;-;4;-;9;-;-;-;4;75%;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5.6
;P. Billing;;M;;Denmark;6;-;-;-;-;-;-;1/0;2/1;5/2;-;-;-;3;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;
;E. Martínez;;GK;;Argentina;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;11;-;42;-;10;-;33;67%;9;19;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;6.6
;M. Cash;;DR;;Poland;82;-;-;-;-;3;1;3/1;2/1;11/5;4;-;-;10;-;57;1;2;-;34;85%;15;1;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;6.1
;E. Konsa;;DCR;;England;90;-;-;-;-;-;1;1/0;2/2;0/4;2;-;-;5;-;55;1;1;-;45;91%;8;4;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;Pau Torres;;DCL;;Spain;90;-;-;-;-;-;-;4/4;0/0;0/5;3;-;-;11;-;70;-;1;-;56;84%;13;6;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6.7
;L. Digne;;DL;;France;74;-;-;-;-;-;1;2/0;5/3;8/5;1;-;-;15;-;54;1;3;-;33;82%;8;3;-;-;-;-;-;-;1;5;-;-;-;-;-;-;-;-;6.7
;A. Onana;;DMCR;;Belgium;90;1;-;-;-;1;3;3/1;8/3;17/10;3;-;-;4;-;51;2;6;-;31;97%;5;2;-;1;1;-;1;1;-;-;-;-;-;-;-;1;-;-;7.8
;Y. Tielemans;;DMCL;;Belgium;90;-;1;-;-;1;2;2/2;0/0;8/5;1;-;-;10;-;69;2;5;-;51;90%;8;1;-;2;-;2;1;-;1;2;-;-;-;-;-;-;-;-;7.7
;L. Bailey;;AMR;;Jamaica;74;-;-;1;-;2;2;0/0;0/0;8/4;-;-;-;17;-;41;-;4;-;24;58%;17;2;-;3;-;1;2;4;-;4;-;-;-;-;-;-;-;-;5.5
;M. Rogers;;AMC;;England;90;-;-;-;-;1;1;1/1;2/1;8/4;1;-;-;7;-;38;-;6;-;23;83%;13;-;-;2;1;1;1;3;-;1;-;-;-;-;-;-;-;-;6.3
;J. McGinn;;AML;;Scotland;62;-;-;-;-;2;3;2/1;0/0;7/5;1;-;-;3;-;26;-;1;-;13;92%;4;2;-;2;-;1;-;5;-;1;-;-;-;-;-;-;-;-;6.1
;O. Watkins;;S;;England;62;-;-;-;-;-;1;0/0;1/0;6/1;-;-;-;8;-;15;-;-;-;5;80%;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5.4
;J. Durán;;F;;Colombia;28;1;-;-;-;-;2;1/1;4/3;11/7;-;-;-;7;-;25;-;-;-;12;75%;6;-;-;2;1;-;1;3;-;-;-;-;-;-;1;-;-;-;7.6
;J. Ramsey;;M;;England;28;-;1;-;-;-;-;0/0;0/0;2/1;-;-;-;2;-;17;-;5;-;12;100%;4;1;-;1;-;1;1;2;1;-;-;-;-;-;-;-;-;-;7.1
;I. Maatsen;;D;;Netherlands;16;-;-;-;-;-;-;3/2;0/0;0/3;-;-;-;2;1;12;-;2;-;7;71%;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;J. Philogene;;M;;England;16;-;-;1;-;1;1;1/1;2/0;5/2;1;-;-;2;-;14;-;1;-;9;78%;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.1
;K. Nedeljković;;D;;Serbia;8;-;-;-;-;-;-;1/1;1/0;2/1;2;-;-;2;-;12;-;1;-;6;83%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;A. Aréola;;GK;;France;90;-;-;-;-;-;-;1/1;0/0;2/1;1;-;-;4;-;38;-;11;-;27;85%;-;11;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;6.2
;V. Coufal;;DR;;Czechia;85;-;-;-;-;4;1;0/0;2/0;9/1;4;-;-;8;-;44;2;1;-;21;86%;5;2;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5.9
;K. Mavropanos;;DCR;;Greece;90;-;-;-;-;1;1;3/3;3/1;8/5;5;-;-;10;-;65;-;6;-;51;82%;4;7;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6.5
;M. Kilman;;DCL;;England;90;-;-;-;-;-;-;2/1;7/2;9/4;7;-;-;12;-;89;2;5;-;73;85%;8;13;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.6
;Emerson;;DL;;Italy;90;-;-;-;-;2;-;0/0;1/1;3/1;1;-;-;6;-;58;-;5;-;44;91%;7;2;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;6.2
;G. Rodríguez;;DMC;;Argentina;85;-;-;-;-;2;1;3/3;0/0;7/4;-;-;-;7;-;56;1;3;-;46;87%;8;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.6
;J. Bowen;;AMR;;England;73;-;-;-;-;1;1;0/0;1/0;8/1;1;-;-;10;-;26;-;2;-;11;82%;6;1;-;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;5.4
;T. Souček;;AMCR;;Czechia;90;-;-;-;-;-;1;2/1;8/6;14/9;1;-;-;7;-;28;1;1;-;15;67%;4;-;-;5;-;1;-;9;-;1;-;-;-;-;-;-;-;1;5.9
;Lucas Paquetá;;AMCL;;Brazil;73;1;-;1;-;3;-;0/0;2/1;11/1;1;-;-;17;-;71;-;1;-;57;81%;18;6;1;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;6.9
;K. Mohammed;;AML;;Ghana;90;-;-;-;-;2;5;1/1;2/2;21/11;-;-;-;22;1;59;-;2;-;27;85%;4;2;-;2;-;1;3;7;1;9;-;-;-;-;-;-;-;-;7.0
;M. Antonio;;S;;Jamaica;73;-;-;-;-;1;-;0/0;0/0;0/0;-;-;-;10;-;21;-;4;-;9;67%;4;2;-;2;-;1;-;2;-;1;-;-;-;-;-;-;-;-;5.6
;C. Summerville;;M;;Netherlands;17;-;-;-;-;-;1;0/0;0/0;4/1;-;-;-;4;-;17;-;3;-;10;90%;4;-;-;-;-;-;-;3;1;2;-;-;-;-;-;-;-;-;6.4
;N. Füllkrug;;F;;Germany;17;-;-;-;-;1;-;0/0;1/1;2/1;1;-;-;1;-;6;-;2;-;4;100%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.6
;D. Ings;;F;;England;5;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;2;-;5;-;-;-;3;67%;2;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;
;J. Ward-Prowse;;M;;England;17;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;J. Todibo;;M;;France;5;-;-;-;-;1;-;1/0;0/0;4/2;-;-;-;3;-;12;-;1;-;7;100%;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;
;M. Flekken;;GK;;Netherlands;90;-;-;-;-;-;-;1/1;0/0;0/1;3;-;-;13;-;66;-;11;-;50;76%;4;29;-;-;-;-;-;-;-;-;6;1;-;-;-;-;-;-;8.2
;M. Roerslev;;DR;;Denmark;90;-;-;-;-;-;2;0/0;0/0;6/2;2;-;-;14;-;55;1;3;-;37;78%;6;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5.9
;N. Collins;;DCR;;Republic of Ireland;90;-;-;-;-;-;1;5/2;3/2;11/8;6;-;-;7;-;69;-;8;-;52;88%;5;3;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6.7
;E. Pinnock;;DCL;;Jamaica;90;-;-;-;-;-;-;2/0;7/5;13/7;5;-;-;11;-;59;1;4;-;42;81%;4;4;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5.9
;K. Ajer;;DL;;Norway;90;-;-;-;-;-;-;0/0;3/1;4/2;-;-;-;12;-;44;1;2;-;35;71%;7;5;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;6.0
;C. Nørgaard;;MCR;;Denmark;90;-;-;-;-;1;1;3/1;2/1;8/5;3;-;-;13;-;58;3;5;-;42;74%;14;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6.8
;V. Janelt;;MC;;Germany;74;-;-;-;-;-;2;3/2;2/2;9/7;1;-;-;4;-;44;2;5;-;29;93%;9;4;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;7.0
;M. Jensen;;MCL;;Denmark;84;-;-;-;-;1;2;0/0;1/1;7/3;-;-;-;15;-;51;2;5;-;31;77%;16;3;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;6.3
;B. Mbeumo;;WR;;Cameroon;90;1;-;-;-;1;2;0/0;4/0;9/3;-;-;-;19;-;40;-;4;-;25;56%;14;-;-;1;1;-;1;1;1;7;-;-;-;-;-;1;-;-;6.9
;Y. Wissa;;S;;DR Congo;84;1;1;1;-;1;4;0/0;1/1;7/6;-;-;-;6;-;37;-;5;-;26;85%;10;-;-;2;1;1;1;5;-;-;-;-;-;-;1;-;-;-;7.8
;K. Schade;;WL;;Germany;74;-;-;-;-;1;1;3/2;7/5;21/11;1;-;-;16;1;34;-;1;-;15;53%;9;1;-;1;-;-;2;3;-;2;-;-;-;-;-;-;-;-;6.2
;M. Damsgaard;;F;;Denmark;16;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;2;-;10;1;1;-;7;100%;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;5.6
;K. Lewis-Potter;;F;;England;16;-;-;-;-;-;-;1/1;1/1;3/2;-;-;-;4;-;7;-;-;-;4;50%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.6
;Frank Onyeka;;M;;Nigeria;6;-;-;-;-;1;-;0/0;0/0;0/0;-;-;-;1;-;2;-;1;-;1;100%;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Fabio Carvalho;;M;;Portugal;6;-;-;-;-;-;-;1/1;2/0;3/1;-;-;-;3;-;8;-;-;-;5;40%;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;D. Henderson;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;9;-;29;-;5;-;22;59%;1;11;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;6.1
;C. Richards;;DR;;United States;84;-;-;1;-;2;-;4/2;6/1;14/5;2;-;-;4;1;52;1;4;-;40;90%;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
;J. Andersen;;DC;;Denmark;90;-;-;1;-;2;-;1/1;2/2;7/3;7;-;-;23;-;94;-;7;-;82;74%;19;20;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;6.2
;M. Guéhi;;DL;;England;90;-;-;1;-;1;1;1/1;4/4;7/6;9;-;-;3;-;58;1;4;-;44;95%;7;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.6
;D. Muñoz;;DMR;;Colombia;90;-;-;-;-;2;-;4/3;6/3;16/7;1;-;-;17;-;68;1;3;-;43;77%;12;3;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;6.3
;A. Wharton;;DMCR;;England;74;-;-;-;-;-;3;3/2;2/0;10/6;1;-;-;12;-;48;-;6;-;31;77%;11;1;-;3;2;1;-;1;-;4;-;-;-;-;-;-;-;-;6.3
